N,P,K,temperature,humidity,ph,rainfall,label
99.0,12.0,47.0,30.79,92.98,6.79,32.76,muskmelon
18.0,22.0,24.0,19.41,97.08,6.12,197.64,pomegranate
26.0,15.0,30.0,28.33,97.16,7.06,126.69,coconut
94.0,89.0,64.0,30.46,78.02,5.91,135.62,banana
18.0,21.0,24.0,10.58,84.2,5.74,69.3,grapes
60.0,78.0,88.0,16.41,17.88,5.55,75.27,chickpea
16.0,53.0,19.0,25.37,84.31,7.24,185.15,mungbean
17.0,19.0,19.0,12.21,83.28,7.34,73.01,grapes
35.0,87.0,29.0,26.84,17.02,6.6,134.76,pigeonpeas
84.0,74.0,62.0,27.75,72.04,5.55,159.76,banana
18.0,22.0,23.0,19.84,88.36,7.37,134.52,pomegranate
83.0,45.0,48.0,20.14,88.72,6.9,234.77,rice
18.0,101.0,28.0,23.11,60.45,6.09,42.61,lentil
11.0,87.0,19.0,19.28,66.58,6.03,30.54,lentil
32.0,60.0,19.0,27.64,73.63,5.26,154.02,blackgram
72.0,41.0,57.0,28.46,76.62,6.52,179.03,jute
21.0,101.0,21.0,17.52,69.56,7.35,50.58,lentil
50.0,62.0,27.0,24.72,69.09,5.22,171.94,blackgram
79.0,50.0,35.0,21.54,80.41,5.75,191.79,rice
16.0,141.0,204.0,23.78,91.19,6.14,100.44,apple
16.0,99.0,29.0,24.42,16.16,5.5,175.36,pigeonpeas
20.0,58.0,15.0,26.41,91.59,7.0,126.17,mungbean
72.0,57.0,30.0,20.68,82.08,5.54,177.22,rice
106.0,29.0,30.0,24.78,59.19,6.67,227.85,coffee
85.0,79.0,53.0,29.03,77.83,6.5,150.99,banana
25.0,62.0,28.0,31.36,47.95,5.4,87.03,mothbeans
102.0,15.0,50.0,32.39,94.07,6.92,38.73,muskmelon
53.0,73.0,67.0,22.12,20.61,5.67,61.99,chickpea
53.0,61.0,75.0,18.37,14.15,5.71,70.68,chickpea
103.0,41.0,49.0,25.99,74.96,6.2,126.72,maize
12.0,83.0,27.0,20.32,62.66,7.3,71.73,lentil
8.0,143.0,205.0,22.48,91.95,6.21,125.58,apple
110.0,9.0,45.0,27.74,87.69,6.82,44.87,muskmelon
48.0,93.0,82.0,24.67,14.41,6.36,85.92,chickpea
24.0,126.0,21.0,18.62,21.82,6.4,108.97,kidneybeans
22.0,100.0,17.0,21.95,64.42,7.39,36.37,lentil
17.0,15.0,20.0,31.02,48.0,5.14,157.66,mango
15.0,16.0,24.0,14.43,80.39,7.42,82.58,grapes
20.0,91.0,34.0,18.3,69.62,7.3,42.17,lentil
55.0,65.0,51.0,33.39,94.42,7.04,125.82,papaya
25.0,20.0,10.0,11.01,97.12,7.37,112.16,orange
17.0,20.0,22.0,21.34,97.29,6.26,146.37,pomegranate
13.0,82.0,22.0,16.44,67.1,6.57,36.47,lentil
106.0,85.0,57.0,27.55,74.1,6.55,148.64,banana
64.0,57.0,41.0,31.82,73.97,6.17,207.7,jute
60.0,42.0,40.0,24.42,56.3,6.66,106.15,maize
11.0,133.0,27.0,20.25,21.75,6.8,129.35,kidneybeans
111.0,29.0,26.0,27.7,63.18,6.62,243.34,coffee
12.0,94.0,23.0,21.87,62.5,6.78,69.49,lentil
31.0,91.0,28.0,21.09,18.38,5.17,130.19,pigeonpeas
93.0,85.0,63.0,29.72,74.04,6.87,126.45,banana
20.0,16.0,19.0,16.42,82.78,6.31,73.58,grapes
22.0,21.0,19.0,20.73,84.85,5.85,69.46,grapes
97.0,11.0,53.0,29.12,89.79,6.63,55.42,watermelon
24.0,23.0,14.0,10.58,92.33,7.45,106.39,orange
7.0,138.0,204.0,21.46,92.83,6.65,122.73,apple
43.0,74.0,19.0,28.78,66.36,6.12,119.06,blackgram
74.0,40.0,52.0,23.62,82.25,6.18,171.13,rice
20.0,45.0,22.0,31.21,85.78,7.17,109.68,mungbean
106.0,75.0,47.0,29.39,75.36,6.34,103.21,banana
75.0,37.0,31.0,18.24,71.63,6.05,101.81,maize
25.0,19.0,20.0,10.06,82.76,5.79,77.22,grapes
11.0,92.0,15.0,18.29,65.37,7.32,68.09,lentil
51.0,64.0,43.0,35.73,94.55,7.12,163.03,papaya
30.0,49.0,30.0,25.38,85.55,6.83,150.31,mungbean
20.0,21.0,25.0,18.33,93.74,7.23,148.14,pomegranate
24.0,22.0,16.0,22.93,92.93,7.19,160.07,pomegranate
17.0,18.0,23.0,25.66,50.36,4.84,96.68,mango
74.0,47.0,51.0,30.19,83.49,6.44,202.87,jute
81.0,42.0,33.0,27.91,59.63,7.39,114.96,maize
55.0,77.0,66.0,15.13,18.48,6.4,85.97,chickpea
103.0,13.0,54.0,29.15,90.35,6.02,25.55,muskmelon
24.0,17.0,29.0,27.03,91.82,5.73,186.56,coconut
21.0,18.0,23.0,26.84,52.74,6.58,151.93,mango
87.0,40.0,54.0,30.14,74.2,6.73,158.93,jute
19.0,20.0,17.0,12.62,92.9,6.37,108.17,orange
18.0,96.0,25.0,16.35,64.96,5.84,35.68,lentil
19.0,12.0,22.0,25.02,48.04,6.28,108.8,mango
26.0,116.0,18.0,20.95,20.16,6.51,113.53,kidneybeans
81.0,56.0,51.0,29.4,81.21,6.53,206.89,jute
24.0,16.0,33.0,27.49,90.48,6.82,176.04,coconut
115.0,42.0,24.0,23.16,78.16,6.21,115.89,cotton
21.0,95.0,32.0,17.89,60.86,7.37,47.02,lentil
16.0,17.0,21.0,26.36,47.14,4.69,125.25,mango
16.0,138.0,198.0,23.54,92.47,6.25,129.3,apple
106.0,74.0,64.0,27.4,76.4,6.41,158.77,banana
23.0,48.0,21.0,24.79,53.23,5.06,88.9,mothbeans
16.0,25.0,19.0,16.73,83.33,6.59,69.11,grapes
97.0,33.0,39.0,18.09,59.93,6.95,149.18,maize
22.0,100.0,29.0,26.64,15.14,5.76,144.38,pigeonpeas
24.0,41.0,23.0,27.37,86.73,7.0,186.88,mungbean
105.0,35.0,35.0,25.59,63.99,7.05,56.54,maize
21.0,83.0,32.0,22.32,66.11,7.14,48.18,lentil
16.0,17.0,15.0,14.47,90.26,7.22,111.24,orange
57.0,81.0,66.0,21.96,20.35,6.04,92.86,chickpea
25.0,10.0,23.0,26.57,47.37,6.79,102.57,mango
8.0,144.0,201.0,23.19,91.72,6.5,107.73,apple
108.0,9.0,47.0,26.85,88.54,6.15,45.56,watermelon
84.0,72.0,56.0,25.8,73.39,5.6,128.17,banana
80.0,30.0,44.0,20.45,81.19,5.68,247.38,rice
17.0,23.0,13.0,12.87,91.18,6.49,108.2,orange
24.0,63.0,23.0,25.4,50.79,6.45,82.21,mothbeans
115.0,15.0,49.0,31.99,94.99,6.71,46.66,muskmelon
72.0,42.0,45.0,31.65,76.21,6.49,168.96,jute
102.0,16.0,55.0,26.23,90.29,6.19,64.22,watermelon
15.0,20.0,20.0,21.15,97.74,7.32,116.17,pomegranate
103.0,43.0,41.0,21.24,61.66,6.84,149.41,maize
19.0,111.0,17.0,18.67,18.88,6.96,137.96,kidneybeans
19.0,132.0,196.0,21.98,90.15,5.53,111.87,apple
21.0,13.0,16.0,24.4,48.16,4.68,158.45,mango
125.0,42.0,25.0,29.9,84.37,6.89,74.76,cotton
102.0,85.0,63.0,27.87,81.53,6.73,129.65,banana
23.0,43.0,25.0,26.99,87.86,6.96,144.57,mungbean
28.0,62.0,21.0,30.1,48.44,3.53,51.0,mothbeans
20.0,17.0,11.0,10.81,91.84,6.11,118.4,orange
54.0,73.0,92.0,23.92,17.47,7.05,68.87,chickpea
101.0,78.0,52.0,28.19,73.77,6.27,136.42,banana
5.0,143.0,200.0,22.97,92.08,6.45,111.58,apple
23.0,21.0,12.0,10.38,96.02,7.09,118.25,orange
33.0,42.0,26.0,31.44,84.71,6.68,156.89,mungbean
17.0,86.0,21.0,15.42,66.34,6.0,43.69,lentil
15.0,136.0,201.0,22.18,94.82,6.36,128.13,apple
23.0,53.0,28.0,25.63,55.26,5.45,52.73,mothbeans
70.0,33.0,48.0,22.31,85.81,5.73,222.17,rice
114.0,17.0,55.0,26.25,86.61,6.68,38.95,muskmelon
22.0,56.0,19.0,30.35,51.86,4.67,55.34,mothbeans
28.0,47.0,29.0,31.39,84.09,6.25,174.13,mungbean
25.0,22.0,32.0,25.5,97.29,6.52,125.87,coconut
27.0,138.0,33.0,20.96,19.66,5.92,148.17,kidneybeans
11.0,110.0,18.0,15.72,68.79,6.1,59.26,lentil
110.0,11.0,49.0,27.14,83.35,6.03,44.58,watermelon
32.0,93.0,32.0,20.42,19.54,5.28,133.27,pigeonpeas
15.0,104.0,29.0,22.25,66.98,6.12,34.48,lentil
66.0,33.0,32.0,24.36,69.13,5.56,143.62,maize
102.0,11.0,51.0,25.1,84.85,6.42,50.61,watermelon
15.0,24.0,17.0,23.58,95.17,7.03,120.15,pomegranate
22.0,16.0,19.0,26.47,52.02,5.35,158.13,mango
30.0,60.0,17.0,26.58,84.12,7.23,118.69,mungbean
23.0,11.0,17.0,24.1,52.94,6.72,150.36,mango
16.0,23.0,14.0,14.37,96.28,6.17,107.62,orange
107.0,9.0,52.0,29.97,90.19,6.56,54.54,watermelon
52.0,64.0,49.0,35.83,90.36,7.11,153.8,papaya
22.0,106.0,19.0,15.84,64.83,6.53,67.31,lentil
10.0,133.0,202.0,23.65,90.03,6.9,115.35,apple
34.0,78.0,16.0,22.38,18.05,5.32,152.65,pigeonpeas
23.0,13.0,15.0,27.96,48.0,6.39,114.85,mango
77.0,40.0,43.0,26.74,74.68,7.04,91.78,maize
49.0,63.0,49.0,34.9,88.51,7.18,141.41,papaya
99.0,27.0,27.0,25.74,68.59,6.91,155.48,coffee
98.0,84.0,51.0,28.37,72.44,6.64,198.99,banana
105.0,11.0,45.0,28.08,87.79,6.39,24.61,muskmelon
25.0,92.0,21.0,22.23,21.4,5.11,138.85,pigeonpeas
90.0,77.0,46.0,29.19,80.55,5.76,174.0,banana
104.0,11.0,54.0,29.1,90.44,6.51,63.68,watermelon
82.0,44.0,48.0,24.92,72.77,6.93,210.75,jute
85.0,49.0,46.0,20.72,88.35,5.98,177.98,rice
96.0,18.0,48.0,29.24,85.89,6.12,42.41,watermelon
77.0,45.0,44.0,19.54,71.32,5.95,72.38,maize
17.0,59.0,17.0,28.99,50.56,6.26,61.68,mothbeans
109.0,9.0,52.0,25.68,82.29,6.41,53.01,watermelon
21.0,59.0,26.0,29.04,88.48,6.24,161.81,mungbean
23.0,21.0,16.0,12.17,94.38,6.09,101.8,orange
16.0,107.0,35.0,16.06,62.33,7.4,73.12,lentil
115.0,49.0,18.0,28.94,76.51,6.61,67.49,cotton
44.0,85.0,86.0,17.42,19.71,5.66,59.96,chickpea
105.0,32.0,33.0,23.0,62.58,6.24,237.49,coffee
29.0,52.0,30.0,27.88,48.79,6.62,73.02,mothbeans
29.0,59.0,19.0,30.68,82.55,6.9,107.06,mungbean
98.0,29.0,31.0,26.38,65.44,6.73,215.14,coffee
10.0,137.0,198.0,21.6,92.71,6.16,111.7,apple
46.0,88.0,81.0,18.05,15.7,5.56,65.2,chickpea
18.0,21.0,24.0,18.29,91.85,5.82,169.54,pomegranate
29.0,105.0,34.0,20.74,21.19,5.55,123.78,kidneybeans
109.0,16.0,47.0,29.01,89.83,6.36,31.27,muskmelon
105.0,14.0,52.0,25.25,90.71,6.88,20.61,muskmelon
48.0,73.0,79.0,23.22,17.67,6.11,74.71,chickpea
82.0,31.0,31.0,27.06,57.78,6.56,91.11,maize
33.0,96.0,28.0,25.66,14.55,5.67,125.1,pigeonpeas
26.0,74.0,78.0,22.49,19.21,6.56,67.62,chickpea
53.0,59.0,46.0,37.04,92.33,7.15,134.46,papaya
19.0,16.0,37.0,27.93,97.48,6.04,159.64,coconut
33.0,90.0,27.0,25.58,20.91,5.91,138.01,pigeonpeas
102.0,16.0,54.0,33.97,94.2,6.91,38.45,muskmelon
105.0,13.0,50.0,24.05,82.02,6.1,43.05,watermelon
53.0,63.0,47.0,33.77,96.79,6.74,160.88,papaya
83.0,89.0,52.0,25.57,75.87,6.2,151.37,banana
26.0,49.0,29.0,29.72,82.65,6.81,124.02,mungbean
67.0,33.0,34.0,23.69,82.06,6.05,225.51,rice
54.0,57.0,44.0,36.39,95.01,7.0,143.19,papaya
82.0,89.0,58.0,31.14,78.76,5.71,151.27,banana
25.0,25.0,30.0,26.63,94.34,5.51,77.78,coconut
32.0,46.0,21.0,27.22,86.67,6.57,196.16,mungbean
89.0,53.0,47.0,26.17,84.94,6.28,214.13,rice
21.0,63.0,23.0,26.16,54.02,5.81,99.46,mothbeans
25.0,62.0,29.0,29.03,48.84,3.87,90.64,mothbeans
21.0,20.0,38.0,26.59,91.28,6.53,123.48,coconut
17.0,126.0,18.0,20.28,19.11,5.92,110.94,kidneybeans
21.0,17.0,37.0,27.98,96.6,6.64,102.5,coconut
43.0,77.0,83.0,20.17,20.07,5.98,67.65,chickpea
110.0,28.0,29.0,24.92,67.78,6.77,208.9,coffee
20.0,96.0,32.0,19.19,61.94,6.07,52.73,lentil
16.0,23.0,22.0,22.38,89.0,6.94,167.98,pomegranate
106.0,43.0,16.0,28.5,76.12,7.39,83.14,cotton
17.0,18.0,9.0,13.98,94.97,6.47,103.28,orange
12.0,131.0,202.0,23.42,91.3,5.95,119.83,apple
23.0,11.0,23.0,27.31,49.54,6.67,128.88,mango
17.0,14.0,21.0,28.38,49.31,5.36,145.26,mango
56.0,71.0,75.0,15.58,14.89,6.38,63.38,chickpea
15.0,16.0,22.0,14.01,84.32,6.89,65.16,grapes
19.0,17.0,11.0,12.52,96.5,7.12,111.82,orange
99.0,80.0,57.0,28.81,79.4,6.41,153.42,banana
124.0,50.0,16.0,26.51,82.81,6.28,112.28,cotton
110.0,16.0,54.0,27.64,90.61,6.02,43.22,watermelon
97.0,12.0,52.0,29.7,88.84,6.12,28.57,muskmelon
109.0,16.0,50.0,29.55,90.25,6.84,60.19,watermelon
16.0,20.0,23.0,19.33,90.69,5.99,199.17,pomegranate
12.0,114.0,23.0,20.7,21.95,5.61,119.76,kidneybeans
23.0,22.0,15.0,14.14,95.48,6.8,104.74,orange
68.0,34.0,42.0,22.11,71.8,7.3,85.34,maize
103.0,28.0,33.0,27.53,61.78,6.01,229.25,coffee
48.0,66.0,25.0,28.62,71.24,7.41,105.52,blackgram
107.0,47.0,24.0,26.27,83.5,6.52,80.37,cotton
64.0,36.0,31.0,22.6,83.89,5.91,274.31,rice
97.0,32.0,25.0,23.95,64.96,6.1,247.18,coffee
21.0,99.0,89.0,18.05,20.64,5.98,93.64,chickpea
23.0,104.0,34.0,15.98,62.65,6.49,68.09,lentil
55.0,67.0,92.0,20.53,17.17,5.72,93.26,chickpea
100.0,31.0,32.0,23.7,60.38,6.91,206.72,coffee
95.0,42.0,54.0,23.51,83.77,6.19,195.21,rice
23.0,18.0,24.0,24.12,55.09,6.85,161.04,mango
74.0,33.0,58.0,21.09,89.5,6.17,177.77,rice
100.0,45.0,48.0,20.54,87.5,5.81,284.71,rice
57.0,60.0,51.0,36.29,92.63,6.59,157.14,papaya
76.0,43.0,48.0,28.68,84.5,6.95,221.41,jute
39.0,56.0,32.0,25.01,73.55,7.16,134.84,blackgram
111.0,11.0,53.0,27.72,85.33,6.52,26.88,muskmelon
107.0,47.0,24.0,29.14,75.47,6.47,86.6,cotton
18.0,13.0,19.0,26.46,56.85,6.54,104.82,mango
89.0,58.0,58.0,23.61,81.13,6.98,275.83,rice
21.0,14.0,23.0,27.63,54.26,4.74,125.64,mango
83.0,89.0,46.0,30.27,77.25,5.74,106.58,banana
10.0,127.0,197.0,22.15,90.78,6.95,128.4,apple
85.0,55.0,50.0,30.88,72.41,7.36,234.64,jute
110.0,34.0,26.0,27.65,60.95,6.92,157.57,coffee
104.0,17.0,49.0,25.71,90.96,6.86,44.92,watermelon
20.0,22.0,15.0,10.68,96.5,7.02,117.78,orange
23.0,80.0,31.0,21.37,20.56,6.3,133.52,pigeonpeas
22.0,14.0,20.0,31.92,49.14,5.54,116.26,mango
25.0,22.0,9.0,13.41,95.49,7.36,107.46,orange
104.0,18.0,52.0,29.07,85.26,6.57,23.36,muskmelon
16.0,127.0,26.0,19.37,18.81,5.64,141.58,kidneybeans
98.0,12.0,53.0,24.18,88.73,6.82,67.97,watermelon
17.0,15.0,10.0,10.02,95.76,6.64,106.25,orange
17.0,52.0,21.0,25.21,54.98,5.98,59.52,mothbeans
106.0,9.0,51.0,27.89,85.9,6.5,66.27,watermelon
112.0,27.0,25.0,27.35,59.9,6.41,194.63,coffee
55.0,62.0,51.0,36.23,91.62,6.97,160.84,papaya
76.0,35.0,31.0,24.03,68.36,6.74,96.35,maize
20.0,57.0,23.0,25.01,49.9,4.34,60.68,mothbeans
4.0,136.0,201.0,24.0,91.01,6.28,110.39,apple
16.0,21.0,21.0,21.32,88.32,6.44,192.46,pomegranate
13.0,140.0,204.0,22.94,94.85,6.02,110.5,apple
19.0,51.0,17.0,29.24,47.4,5.59,93.48,mothbeans
26.0,15.0,36.0,25.69,91.78,6.73,108.12,coconut
22.0,19.0,22.0,30.97,55.27,5.4,144.01,mango
4.0,141.0,197.0,21.63,91.83,6.82,103.95,apple
19.0,16.0,13.0,12.11,93.56,6.07,107.23,orange
129.0,52.0,22.0,28.91,81.01,6.1,83.47,cotton
105.0,81.0,49.0,28.67,77.55,6.48,121.99,banana
19.0,23.0,21.0,12.09,82.1,6.91,84.47,grapes
112.0,47.0,19.0,29.72,76.75,6.0,112.84,cotton
14.0,97.0,21.0,16.67,64.07,5.96,54.07,lentil
103.0,50.0,37.0,22.49,69.44,7.27,109.3,maize
63.0,59.0,60.0,25.59,85.36,5.96,272.07,rice
30.0,86.0,19.0,24.67,18.99,6.2,139.18,pigeonpeas
34.0,61.0,19.0,31.22,65.96,5.61,133.63,blackgram
48.0,62.0,66.0,15.08,19.05,6.26,56.71,chickpea
15.0,125.0,30.0,18.87,18.36,5.7,130.3,kidneybeans
17.0,25.0,19.0,16.42,83.05,6.62,83.29,grapes
100.0,8.0,53.0,29.91,88.07,6.1,22.2,muskmelon
96.0,15.0,51.0,32.08,91.6,6.11,30.19,muskmelon
16.0,132.0,35.0,18.12,23.38,6.43,148.67,kidneybeans
111.0,8.0,45.0,32.6,92.61,6.79,52.55,muskmelon
107.0,31.0,32.0,24.67,65.51,6.92,151.09,coffee
113.0,34.0,31.0,27.41,56.97,6.8,161.91,coffee
70.0,41.0,60.0,30.96,79.32,7.0,217.12,jute
23.0,23.0,21.0,14.84,80.57,5.67,71.79,grapes
15.0,100.0,29.0,20.86,63.57,6.65,45.4,lentil
110.0,10.0,46.0,25.66,84.49,6.23,45.78,watermelon
126.0,55.0,22.0,25.65,77.81,7.26,118.85,cotton
57.0,36.0,44.0,20.02,68.47,7.44,59.39,maize
25.0,68.0,15.0,26.75,17.02,6.21,106.38,pigeonpeas
15.0,22.0,20.0,14.22,83.17,7.16,73.55,grapes
25.0,109.0,29.0,20.26,23.57,6.08,103.31,kidneybeans
51.0,64.0,44.0,33.19,89.88,6.79,130.65,papaya
111.0,34.0,26.0,23.52,66.95,6.25,155.85,coffee
28.0,54.0,29.0,27.62,48.43,4.86,97.59,mothbeans
48.0,72.0,64.0,22.82,19.15,5.58,68.0,chickpea
107.0,87.0,47.0,25.74,76.95,6.22,127.49,banana
105.0,14.0,51.0,27.93,85.08,6.13,62.82,watermelon
120.0,50.0,19.0,23.2,84.31,7.89,116.95,cotton
23.0,11.0,19.0,26.96,49.85,6.78,157.58,mango
25.0,61.0,91.0,23.07,14.96,5.95,50.88,chickpea
98.0,33.0,49.0,22.54,59.72,5.65,66.98,maize
97.0,33.0,31.0,26.35,59.91,6.41,173.12,coffee
37.0,56.0,25.0,28.36,62.53,6.9,173.87,blackgram
15.0,109.0,28.0,20.53,21.56,5.52,136.44,kidneybeans
17.0,104.0,25.0,21.68,18.24,5.94,110.38,kidneybeans
111.0,11.0,47.0,32.84,91.86,6.68,39.34,muskmelon
108.0,13.0,53.0,31.41,85.61,6.1,21.33,muskmelon
45.0,83.0,93.0,24.06,14.1,6.65,52.59,chickpea
38.0,55.0,17.0,28.28,70.13,6.04,154.8,blackgram
103.0,84.0,51.0,28.82,73.47,5.91,188.12,banana
93.0,40.0,42.0,26.69,66.41,5.56,143.09,maize
22.0,137.0,34.0,19.37,21.17,5.82,149.78,kidneybeans
64.0,45.0,41.0,24.58,74.87,6.03,174.54,jute
26.0,18.0,30.0,29.63,94.57,5.31,99.13,coconut
114.0,30.0,25.0,23.06,63.17,6.44,195.12,coffee
24.0,47.0,17.0,24.39,49.57,3.97,63.0,mothbeans
24.0,17.0,35.0,28.56,97.88,6.62,108.92,coconut
44.0,59.0,16.0,25.61,62.68,5.84,131.38,blackgram
47.0,67.0,28.0,24.23,72.43,6.97,119.43,blackgram
80.0,41.0,51.0,24.36,70.58,6.92,180.33,jute
97.0,12.0,47.0,29.16,88.84,6.74,47.1,muskmelon
17.0,17.0,23.0,29.43,53.07,5.91,167.48,mango
20.0,20.0,15.0,14.16,96.01,6.22,112.44,orange
97.0,76.0,64.0,30.33,81.73,5.08,128.51,banana
18.0,20.0,18.0,19.26,93.99,5.68,105.82,pomegranate
16.0,22.0,17.0,22.72,90.5,6.33,135.05,pomegranate
99.0,45.0,40.0,25.07,82.4,5.61,169.33,rice
50.0,57.0,44.0,36.36,92.17,7.33,129.94,papaya
24.0,25.0,15.0,14.86,96.66,6.41,108.55,orange
98.0,38.0,45.0,22.41,82.85,5.56,241.43,rice
21.0,23.0,20.0,20.83,83.14,7.18,67.97,grapes
22.0,17.0,15.0,12.8,84.84,6.89,73.03,grapes
19.0,18.0,21.0,10.3,84.23,7.12,74.53,grapes
15.0,24.0,17.0,22.38,96.11,7.22,199.16,pomegranate
126.0,48.0,22.0,26.45,81.98,5.88,105.76,cotton
93.0,74.0,63.0,26.39,72.26,5.04,162.23,banana
111.0,29.0,27.0,26.26,65.99,6.13,177.7,coffee
118.0,41.0,22.0,23.77,79.05,7.57,88.05,cotton
83.0,42.0,43.0,28.6,82.07,7.03,189.35,jute
16.0,40.0,27.0,28.34,83.31,6.51,193.25,mungbean
82.0,58.0,59.0,28.94,71.06,7.11,161.01,jute
18.0,47.0,30.0,24.18,55.03,6.26,64.86,mothbeans
45.0,61.0,21.0,30.7,61.09,7.2,119.25,blackgram
88.0,40.0,35.0,19.77,59.41,5.87,127.96,maize
50.0,61.0,49.0,36.84,94.82,7.17,147.46,papaya
29.0,58.0,16.0,31.58,49.59,4.68,70.11,mothbeans
107.0,31.0,33.0,27.75,60.65,6.58,158.63,coffee
25.0,17.0,16.0,10.01,83.31,6.82,81.96,grapes
96.0,76.0,47.0,31.27,80.03,5.28,177.68,banana
24.0,24.0,29.0,25.5,96.82,6.52,170.8,coconut
24.0,17.0,23.0,8.33,81.88,5.72,72.05,grapes
25.0,20.0,31.0,30.0,94.72,7.04,160.3,coconut
6.0,126.0,198.0,21.59,92.71,6.4,118.26,apple
18.0,20.0,20.0,13.44,84.1,6.4,77.07,grapes
16.0,20.0,17.0,19.11,88.65,7.03,142.74,pomegranate
93.0,77.0,47.0,28.94,76.79,5.21,161.25,banana
102.0,17.0,49.0,29.49,86.98,6.4,62.51,watermelon
121.0,43.0,24.0,27.02,84.2,5.9,80.56,cotton
27.0,130.0,24.0,20.44,18.96,6.51,108.96,kidneybeans
16.0,18.0,13.0,12.4,94.84,6.72,118.69,orange
65.0,50.0,46.0,26.18,85.2,6.78,232.79,rice
105.0,28.0,30.0,25.58,55.29,6.28,155.32,coffee
46.0,66.0,21.0,24.49,62.44,7.24,151.45,blackgram
28.0,56.0,21.0,25.51,84.74,7.47,159.63,mungbean
11.0,131.0,199.0,23.45,90.9,5.62,109.85,apple
20.0,21.0,9.0,14.52,94.55,7.17,115.89,orange
113.0,48.0,20.0,23.26,77.6,6.27,112.05,cotton
39.0,95.0,69.0,21.78,18.86,6.0,56.83,chickpea
29.0,48.0,17.0,29.66,87.25,7.03,133.8,mungbean
103.0,9.0,49.0,24.24,90.35,6.21,49.85,watermelon
112.0,16.0,49.0,29.79,86.86,6.29,47.23,muskmelon
17.0,92.0,32.0,21.27,17.44,5.33,156.53,pigeonpeas
108.0,42.0,15.0,26.79,82.94,7.14,94.5,cotton
33.0,72.0,31.0,23.81,14.62,6.91,119.76,pigeonpeas
22.0,19.0,33.0,27.27,97.12,7.09,187.33,coconut
18.0,81.0,21.0,20.76,69.51,7.22,40.28,lentil
56.0,63.0,89.0,16.87,20.87,6.89,77.04,chickpea
91.0,50.0,31.0,27.77,63.14,7.24,128.24,maize
110.0,12.0,54.0,24.9,84.79,6.09,46.33,watermelon
23.0,23.0,10.0,13.08,91.95,7.48,119.04,orange
100.0,33.0,29.0,27.5,66.81,6.07,190.71,coffee
127.0,46.0,23.0,27.7,76.76,7.82,74.73,cotton
17.0,50.0,28.0,25.67,47.73,5.96,70.13,mothbeans
110.0,18.0,53.0,29.78,89.07,6.08,52.06,watermelon
25.0,60.0,22.0,25.41,84.62,6.77,115.69,mungbean
57.0,61.0,53.0,37.1,88.4,6.82,153.59,papaya
111.0,16.0,51.0,26.75,90.65,6.93,40.71,watermelon
92.0,31.0,31.0,20.58,64.25,7.24,122.72,maize
113.0,16.0,47.0,28.16,88.03,6.18,48.2,watermelon
113.0,8.0,53.0,28.62,92.38,6.4,22.48,muskmelon
12.0,86.0,16.0,20.74,66.22,6.51,66.77,lentil
19.0,101.0,20.0,18.13,23.28,5.87,127.87,kidneybeans
33.0,47.0,20.0,28.58,91.41,6.26,135.22,mungbean
127.0,46.0,23.0,24.66,84.49,7.06,105.56,cotton
59.0,31.0,37.0,25.85,69.15,7.08,101.73,maize
23.0,58.0,24.0,27.88,91.34,6.26,121.03,mungbean
23.0,13.0,16.0,25.81,51.69,5.56,116.0,mango
23.0,96.0,29.0,23.83,64.96,6.13,63.91,lentil
109.0,14.0,46.0,29.78,83.23,6.25,64.41,watermelon
18.0,121.0,18.0,20.29,22.83,6.64,107.69,kidneybeans
21.0,17.0,15.0,22.54,97.85,7.12,146.02,pomegranate
24.0,49.0,15.0,30.74,85.6,6.9,167.73,mungbean
16.0,14.0,21.0,30.84,56.74,5.6,95.44,mango
108.0,46.0,23.0,26.07,79.32,7.02,94.9,cotton
19.0,101.0,17.0,19.03,18.17,6.45,121.32,kidneybeans
111.0,35.0,34.0,24.78,60.99,6.75,163.41,coffee
21.0,16.0,23.0,21.88,82.66,6.87,69.75,grapes
106.0,26.0,34.0,27.83,58.04,6.7,234.19,coffee
16.0,94.0,16.0,24.71,67.16,6.15,44.34,lentil
25.0,58.0,23.0,31.51,86.84,6.84,111.97,mungbean
24.0,97.0,22.0,20.38,15.63,5.84,117.57,pigeonpeas
99.0,14.0,51.0,28.4,88.21,6.97,45.92,watermelon
15.0,56.0,29.0,29.33,55.23,3.55,77.1,mothbeans
54.0,92.0,93.0,24.33,18.35,5.84,80.84,chickpea
24.0,18.0,21.0,26.9,50.65,6.7,93.53,mango
97.0,12.0,53.0,26.84,90.29,6.73,46.28,watermelon
95.0,11.0,47.0,27.53,84.54,6.26,54.65,watermelon
24.0,25.0,14.0,10.17,90.65,6.72,108.12,orange
67.0,49.0,54.0,29.94,85.58,6.56,226.46,jute
54.0,59.0,44.0,34.61,89.52,7.44,141.0,papaya
104.0,11.0,50.0,28.49,91.02,6.05,55.72,watermelon
18.0,19.0,20.0,27.31,47.73,6.29,153.26,mango
124.0,52.0,15.0,29.34,84.18,7.04,88.92,cotton
19.0,18.0,38.0,26.33,92.37,5.59,91.13,coconut
14.0,85.0,30.0,17.52,64.54,6.27,74.19,lentil
91.0,41.0,31.0,23.13,71.13,6.42,55.2,maize
96.0,75.0,47.0,27.54,74.55,6.01,196.64,banana
28.0,116.0,18.0,20.86,19.76,6.29,134.89,kidneybeans
